"horizon","arima_rmse","fxd_rmse","exp_rmse","arima_mae","fxd_mae","exp_mae","fxd_rmse_ratio","exp_rmse_ratio","fxd_mae_ratio","exp_mae_ratio"
1,0.348130491760128,0.339917321750821,0.331270464683526,0.260491845278031,0.25512523212979,0.247924220168377,0.976407783277525,0.951569806507444,0.979398152972838,0.951754247445863
3,0.393199716737805,0.394140694000526,0.38002676954731,0.293352657555934,0.304217533069539,0.286658376621832,1.00239312802798,0.966498075584122,1.03703690842321,0.977180091055334
6,0.400255081022666,0.428267160793848,0.382234068822224,0.309110917223922,0.344067493295815,0.288681012189284,1.06998556945139,0.954976181303189,1.11308748453737,0.933907526728219
12,0.41002598119391,0.425648437484816,0.40384116018018,0.315807115531764,0.325717930528484,0.305034184455647,1.03810113750699,0.984916026550998,1.03138249427988,0.965887623975864
