"date","horizon","model","csfe"
2017-03-01,"h = 6","MRF fixed",0.127018669837177
2017-04-01,"h = 6","MRF fixed",-0.0157238517372227
2017-05-01,"h = 6","MRF fixed",-0.0588117275876319
2017-06-01,"h = 6","MRF fixed",-0.397293448244274
2017-07-01,"h = 6","MRF fixed",-0.475735550281001
2017-08-01,"h = 6","MRF fixed",-0.469277838398855
2017-09-01,"h = 6","MRF fixed",-0.537283157247124
2017-10-01,"h = 6","MRF fixed",-0.54785759959414
2017-11-01,"h = 6","MRF fixed",-0.591949495022083
2017-12-01,"h = 6","MRF fixed",-0.640733754377401
2018-01-01,"h = 6","MRF fixed",-0.753565219893496
2018-02-01,"h = 6","MRF fixed",-0.90008547335492
2018-03-01,"h = 6","MRF fixed",-1.24742724551837
2018-04-01,"h = 6","MRF fixed",-1.49697455699824
2018-05-01,"h = 6","MRF fixed",-1.56382034552393
2018-06-01,"h = 6","MRF fixed",-1.06697854053359
2018-07-01,"h = 6","MRF fixed",-1.11006728337631
2018-08-01,"h = 6","MRF fixed",-1.17459219850706
2018-09-01,"h = 6","MRF fixed",-1.19502543388574
2018-10-01,"h = 6","MRF fixed",-1.26529660286518
2018-11-01,"h = 6","MRF fixed",-1.5943282087842
2018-12-01,"h = 6","MRF fixed",-1.84505781633137
2019-01-01,"h = 6","MRF fixed",-1.84372886240825
2019-02-01,"h = 6","MRF fixed",-1.96799126878106
2019-03-01,"h = 6","MRF fixed",-1.86162855796921
2019-04-01,"h = 6","MRF fixed",-1.87911824815672
2019-05-01,"h = 6","MRF fixed",-1.91017735258525
2019-06-01,"h = 6","MRF fixed",-1.9100317573413
2019-07-01,"h = 6","MRF fixed",-2.03779736257892
2019-08-01,"h = 6","MRF fixed",-2.15352502762087
2019-09-01,"h = 6","MRF fixed",-2.15813169731841
2019-10-01,"h = 6","MRF fixed",-2.16032756015353
2019-11-01,"h = 6","MRF fixed",-2.13562857302827
2019-12-01,"h = 6","MRF fixed",-1.76583103123976
2020-01-01,"h = 6","MRF fixed",-1.98324574145713
2020-02-01,"h = 6","MRF fixed",-2.14754050064735
2020-03-01,"h = 6","MRF fixed",-2.44411096727098
2020-04-01,"h = 6","MRF fixed",-3.11109256635806
2020-05-01,"h = 6","MRF fixed",-3.3698891019627
2020-06-01,"h = 6","MRF fixed",-3.38022292036755
2020-07-01,"h = 6","MRF fixed",-3.37604642851772
2020-08-01,"h = 6","MRF fixed",-3.4316137992049
2020-09-01,"h = 6","MRF fixed",-3.38911017165461
2020-10-01,"h = 6","MRF fixed",-3.34461645009005
2020-11-01,"h = 6","MRF fixed",-3.16590136395904
2020-12-01,"h = 6","MRF fixed",-2.42376685167821
2021-01-01,"h = 6","MRF fixed",-2.73517314866246
2021-02-01,"h = 6","MRF fixed",-2.55791592288886
2021-03-01,"h = 6","MRF fixed",-2.33788870947308
2021-04-01,"h = 6","MRF fixed",-2.61282618141962
2021-05-01,"h = 6","MRF fixed",-2.53062821711033
2021-06-01,"h = 6","MRF fixed",-2.53029270821821
2021-07-01,"h = 6","MRF fixed",-2.4133204934519
2021-08-01,"h = 6","MRF fixed",-2.26604752093704
2021-09-01,"h = 6","MRF fixed",-2.28456246041446
2021-10-01,"h = 6","MRF fixed",-2.2145597282458
2021-11-01,"h = 6","MRF fixed",-2.06825135655548
2021-12-01,"h = 6","MRF fixed",-2.05775464765036
2022-01-01,"h = 6","MRF fixed",-2.07458537881931
2022-02-01,"h = 6","MRF fixed",-2.01914510446438
2022-03-01,"h = 6","MRF fixed",-2.12231414737599
2022-04-01,"h = 6","MRF fixed",-2.13793946928942
2022-05-01,"h = 6","MRF fixed",-2.13889200146959
2022-06-01,"h = 6","MRF fixed",-2.11946884247627
2022-07-01,"h = 6","MRF fixed",-2.36698571990153
2022-08-01,"h = 6","MRF fixed",-2.52379993789026
2022-09-01,"h = 6","MRF fixed",-2.11133114357574
2022-10-01,"h = 6","MRF fixed",-2.28752557988832
2022-11-01,"h = 6","MRF fixed",-2.26238632554976
2022-12-01,"h = 6","MRF fixed",-2.26086608349633
2023-01-01,"h = 6","MRF fixed",-2.28760303243792
2023-02-01,"h = 6","MRF fixed",-2.18412603934146
2023-03-01,"h = 6","MRF fixed",-2.12303383491546
2023-04-01,"h = 6","MRF fixed",-2.15523904897523
2023-05-01,"h = 6","MRF fixed",-2.14242242615072
2023-06-01,"h = 6","MRF fixed",-2.1726058206022
2023-07-01,"h = 6","MRF fixed",-2.21433488067467
2023-08-01,"h = 6","MRF fixed",-2.19222265944241
2023-09-01,"h = 6","MRF fixed",-2.16972909149838
2023-10-01,"h = 6","MRF fixed",-2.10374897770207
2023-11-01,"h = 6","MRF fixed",-2.08288786092456
2023-12-01,"h = 6","MRF fixed",-2.0759951477083
2024-01-01,"h = 6","MRF fixed",-2.14476252611409
2024-02-01,"h = 6","MRF fixed",-2.07706133356831
2024-03-01,"h = 6","MRF fixed",-2.17051823699218
2024-04-01,"h = 6","MRF fixed",-2.23012111466299
2024-05-01,"h = 6","MRF fixed",-2.24219357001233
2024-06-01,"h = 6","MRF fixed",-2.3374156835879
2024-07-01,"h = 6","MRF fixed",-2.34467937577628
2024-08-01,"h = 6","MRF fixed",-2.22046850386598
2024-09-01,"h = 6","MRF fixed",-2.2237602714249
2024-10-01,"h = 6","MRF fixed",-2.22137289013854
2024-11-01,"h = 6","MRF fixed",-2.24012651243162
2024-12-01,"h = 6","MRF fixed",-2.24630166989418
2025-01-01,"h = 6","MRF fixed",-2.38203619473147
2025-02-01,"h = 6","MRF fixed",-2.15842569506075
2025-03-01,"h = 6","MRF fixed",-2.16402375576659
2025-04-01,"h = 6","MRF fixed",-2.31184908461073
2025-05-01,"h = 6","MRF fixed",-2.47765824813842
2025-06-01,"h = 6","MRF fixed",-2.5821629046438
2025-07-01,"h = 6","MRF fixed",-2.69656761545672
2025-08-01,"h = 6","MRF fixed",-2.67148737744361
2025-09-01,"h = 6","MRF fixed",-2.74567018861528
2025-10-01,"h = 6","MRF fixed",-2.77540829707704
2025-11-01,"h = 6","MRF fixed",-2.82864775021655
2025-12-01,"h = 6","MRF fixed",-2.83946076591657
2016-06-01,"h = 6","MRF expanding",0.0592531760388653
2016-07-01,"h = 6","MRF expanding",0.0370349920916083
2016-08-01,"h = 6","MRF expanding",0.0491486683646832
2016-09-01,"h = 6","MRF expanding",-0.0487367972636403
2016-10-01,"h = 6","MRF expanding",0.0928225282564228
2016-11-01,"h = 6","MRF expanding",0.27884393868402
2016-12-01,"h = 6","MRF expanding",0.390705747653618
2017-01-01,"h = 6","MRF expanding",0.393963063335624
2017-02-01,"h = 6","MRF expanding",0.391223939888467
2017-03-01,"h = 6","MRF expanding",0.387431266943079
2017-04-01,"h = 6","MRF expanding",0.352049387055991
2017-05-01,"h = 6","MRF expanding",0.359252288535167
2017-06-01,"h = 6","MRF expanding",0.260023696858759
2017-07-01,"h = 6","MRF expanding",0.264895362841372
2017-08-01,"h = 6","MRF expanding",0.293522606166007
2017-09-01,"h = 6","MRF expanding",0.267562463729084
2017-10-01,"h = 6","MRF expanding",0.265786188267485
2017-11-01,"h = 6","MRF expanding",0.235693449198601
2017-12-01,"h = 6","MRF expanding",0.223300353040186
2018-01-01,"h = 6","MRF expanding",0.206891556066908
2018-02-01,"h = 6","MRF expanding",0.0941520305835871
2018-03-01,"h = 6","MRF expanding",-0.103843325982688
2018-04-01,"h = 6","MRF expanding",-0.261735883643474
2018-05-01,"h = 6","MRF expanding",-0.325705715093885
2018-06-01,"h = 6","MRF expanding",0.11141962782512
2018-07-01,"h = 6","MRF expanding",0.100962378375546
2018-08-01,"h = 6","MRF expanding",0.154866609768118
2018-09-01,"h = 6","MRF expanding",0.155230557624535
2018-10-01,"h = 6","MRF expanding",0.155051873490632
2018-11-01,"h = 6","MRF expanding",-0.0410954518783929
2018-12-01,"h = 6","MRF expanding",-0.222375296625255
2019-01-01,"h = 6","MRF expanding",-0.25081016778799
2019-02-01,"h = 6","MRF expanding",-0.281824535921192
2019-03-01,"h = 6","MRF expanding",-0.135731621863217
2019-04-01,"h = 6","MRF expanding",-0.128498537791959
2019-05-01,"h = 6","MRF expanding",-0.0895171346830959
2019-06-01,"h = 6","MRF expanding",0.116958657831802
2019-07-01,"h = 6","MRF expanding",0.134539189719994
2019-08-01,"h = 6","MRF expanding",0.165819848963929
2019-09-01,"h = 6","MRF expanding",0.291073580623967
2019-10-01,"h = 6","MRF expanding",0.338781353047138
2019-11-01,"h = 6","MRF expanding",0.35375423539398
2019-12-01,"h = 6","MRF expanding",0.539404040777753
2020-01-01,"h = 6","MRF expanding",0.509899634033782
2020-02-01,"h = 6","MRF expanding",0.522486445505803
2020-03-01,"h = 6","MRF expanding",0.45960816761692
2020-04-01,"h = 6","MRF expanding",0.262521522965499
2020-05-01,"h = 6","MRF expanding",0.376194313638704
2020-06-01,"h = 6","MRF expanding",0.397532452501556
2020-07-01,"h = 6","MRF expanding",0.404115457101796
2020-08-01,"h = 6","MRF expanding",0.433774677445271
2020-09-01,"h = 6","MRF expanding",0.423058193440723
2020-10-01,"h = 6","MRF expanding",0.368505831599998
2020-11-01,"h = 6","MRF expanding",0.542447436624054
2020-12-01,"h = 6","MRF expanding",0.808317338797536
2021-01-01,"h = 6","MRF expanding",0.769973468411869
2021-02-01,"h = 6","MRF expanding",0.933311537330481
2021-03-01,"h = 6","MRF expanding",1.12755322866318
2021-04-01,"h = 6","MRF expanding",1.04170150365128
2021-05-01,"h = 6","MRF expanding",1.07312593933735
2021-06-01,"h = 6","MRF expanding",1.07352154759973
2021-07-01,"h = 6","MRF expanding",1.07478441639498
2021-08-01,"h = 6","MRF expanding",1.17966580413962
2021-09-01,"h = 6","MRF expanding",1.10541491864182
2021-10-01,"h = 6","MRF expanding",1.09319451140294
2021-11-01,"h = 6","MRF expanding",1.13139418148521
2021-12-01,"h = 6","MRF expanding",1.12440654485478
2022-01-01,"h = 6","MRF expanding",1.12673406963822
2022-02-01,"h = 6","MRF expanding",1.19155596254673
2022-03-01,"h = 6","MRF expanding",1.13371212614946
2022-04-01,"h = 6","MRF expanding",1.14078811669719
2022-05-01,"h = 6","MRF expanding",1.1473385026495
2022-06-01,"h = 6","MRF expanding",1.17431332548105
2022-07-01,"h = 6","MRF expanding",0.505068856445866
2022-08-01,"h = 6","MRF expanding",0.629703613543773
2022-09-01,"h = 6","MRF expanding",0.896897952218142
2022-10-01,"h = 6","MRF expanding",0.863716827730456
2022-11-01,"h = 6","MRF expanding",0.88622104866764
2022-12-01,"h = 6","MRF expanding",0.869697183349181
2023-01-01,"h = 6","MRF expanding",0.866986688923618
2023-02-01,"h = 6","MRF expanding",0.985989886115115
2023-03-01,"h = 6","MRF expanding",1.04833340104819
2023-04-01,"h = 6","MRF expanding",1.03887998471787
2023-05-01,"h = 6","MRF expanding",1.04508754874542
2023-06-01,"h = 6","MRF expanding",1.14319005984268
2023-07-01,"h = 6","MRF expanding",1.13883210226755
2023-08-01,"h = 6","MRF expanding",1.16635032056763
2023-09-01,"h = 6","MRF expanding",1.18723759242404
2023-10-01,"h = 6","MRF expanding",1.25243983049141
2023-11-01,"h = 6","MRF expanding",1.27848984615138
2023-12-01,"h = 6","MRF expanding",1.25955341390388
2024-01-01,"h = 6","MRF expanding",1.26155884449872
2024-02-01,"h = 6","MRF expanding",1.21130128304913
2024-03-01,"h = 6","MRF expanding",1.2641282455876
2024-04-01,"h = 6","MRF expanding",1.27277137931586
2024-05-01,"h = 6","MRF expanding",1.26899617140616
2024-06-01,"h = 6","MRF expanding",1.29891907335431
2024-07-01,"h = 6","MRF expanding",1.30253431168922
2024-08-01,"h = 6","MRF expanding",1.44330241821709
2024-09-01,"h = 6","MRF expanding",1.44199949709481
2024-10-01,"h = 6","MRF expanding",1.43776980766027
2024-11-01,"h = 6","MRF expanding",1.44012323331808
2024-12-01,"h = 6","MRF expanding",1.43166256610716
2025-01-01,"h = 6","MRF expanding",1.44735168051834
2025-02-01,"h = 6","MRF expanding",1.47281858131983
2025-03-01,"h = 6","MRF expanding",1.46345121069676
2025-04-01,"h = 6","MRF expanding",1.42698545175477
2025-05-01,"h = 6","MRF expanding",1.3773965318231
2025-06-01,"h = 6","MRF expanding",1.38708974626948
2025-07-01,"h = 6","MRF expanding",1.36450859297233
2025-08-01,"h = 6","MRF expanding",1.58864604780196
2025-09-01,"h = 6","MRF expanding",1.5632380831665
2025-10-01,"h = 6","MRF expanding",1.60418654416156
2025-11-01,"h = 6","MRF expanding",1.6091127674123
2025-12-01,"h = 6","MRF expanding",1.62885812537153
2016-12-01,"h = 12","MRF fixed",-0.147406868200056
2017-01-01,"h = 12","MRF fixed",-0.570568556375097
2017-02-01,"h = 12","MRF fixed",-0.593000905185694
2017-03-01,"h = 12","MRF fixed",-0.678637013271887
2017-04-01,"h = 12","MRF fixed",-0.593124851985056
2017-05-01,"h = 12","MRF fixed",-0.562937055678184
2017-06-01,"h = 12","MRF fixed",-0.36091537932856
2017-07-01,"h = 12","MRF fixed",-0.431549666358884
2017-08-01,"h = 12","MRF fixed",-0.494212645477402
2017-09-01,"h = 12","MRF fixed",-0.459861487268742
2017-10-01,"h = 12","MRF fixed",-0.457458056481466
2017-11-01,"h = 12","MRF fixed",-0.436364032076982
2017-12-01,"h = 12","MRF fixed",-0.435143302796454
2018-01-01,"h = 12","MRF fixed",-0.445502480291377
2018-02-01,"h = 12","MRF fixed",-0.441594423170908
2018-03-01,"h = 12","MRF fixed",-0.363761204970272
2018-04-01,"h = 12","MRF fixed",-0.363654599251397
2018-05-01,"h = 12","MRF fixed",-0.358530148044966
2018-06-01,"h = 12","MRF fixed",-0.591053622010678
2018-07-01,"h = 12","MRF fixed",-0.577541242077016
2018-08-01,"h = 12","MRF fixed",-0.500949675398767
2018-09-01,"h = 12","MRF fixed",-0.500343514634151
2018-10-01,"h = 12","MRF fixed",-0.499702217214083
2018-11-01,"h = 12","MRF fixed",-0.463266914922393
2018-12-01,"h = 12","MRF fixed",-0.4808030833289
2019-01-01,"h = 12","MRF fixed",-0.483198884967582
2019-02-01,"h = 12","MRF fixed",-0.483670369325408
2019-03-01,"h = 12","MRF fixed",-0.564029521062345
2019-04-01,"h = 12","MRF fixed",-0.581167596095716
2019-05-01,"h = 12","MRF fixed",-0.598958305815081
2019-06-01,"h = 12","MRF fixed",-0.713920726864744
2019-07-01,"h = 12","MRF fixed",-0.755940232373471
2019-08-01,"h = 12","MRF fixed",-0.658998397881399
2019-09-01,"h = 12","MRF fixed",-0.697377008110666
2019-10-01,"h = 12","MRF fixed",-0.728828556710864
2019-11-01,"h = 12","MRF fixed",-0.760970417550004
2019-12-01,"h = 12","MRF fixed",-0.784889212879848
2020-01-01,"h = 12","MRF fixed",-0.761470072872392
2020-02-01,"h = 12","MRF fixed",-0.764593091748614
2020-03-01,"h = 12","MRF fixed",-0.776040259846856
2020-04-01,"h = 12","MRF fixed",-0.898100043726036
2020-05-01,"h = 12","MRF fixed",-0.848019841327355
2020-06-01,"h = 12","MRF fixed",-0.84767279226117
2020-07-01,"h = 12","MRF fixed",-0.840166386072346
2020-08-01,"h = 12","MRF fixed",-0.806016477870346
2020-09-01,"h = 12","MRF fixed",-0.870827015147977
2020-10-01,"h = 12","MRF fixed",-1.01679672629747
2020-11-01,"h = 12","MRF fixed",-0.984479527698524
2020-12-01,"h = 12","MRF fixed",-0.609264910456954
2021-01-01,"h = 12","MRF fixed",-0.68043705455121
2021-02-01,"h = 12","MRF fixed",-0.726199400090197
2021-03-01,"h = 12","MRF fixed",-0.864794595057258
2021-04-01,"h = 12","MRF fixed",-0.851674869793223
2021-05-01,"h = 12","MRF fixed",-1.45591954946178
2021-06-01,"h = 12","MRF fixed",-1.55704205881705
2021-07-01,"h = 12","MRF fixed",-1.65525315468785
2021-08-01,"h = 12","MRF fixed",-1.69286223613985
2021-09-01,"h = 12","MRF fixed",-1.57970133332883
2021-10-01,"h = 12","MRF fixed",-1.34557479099546
2021-11-01,"h = 12","MRF fixed",-1.20583092778162
2021-12-01,"h = 12","MRF fixed",-1.17389373849248
2022-01-01,"h = 12","MRF fixed",-1.1642775853325
2022-02-01,"h = 12","MRF fixed",-1.06303463951642
2022-03-01,"h = 12","MRF fixed",-0.922880459975462
2022-04-01,"h = 12","MRF fixed",-0.820119173166656
2022-05-01,"h = 12","MRF fixed",-0.827724793708916
2022-06-01,"h = 12","MRF fixed",-0.808574482612825
2022-07-01,"h = 12","MRF fixed",-1.09887754954522
2022-08-01,"h = 12","MRF fixed",-1.32604315756315
2022-09-01,"h = 12","MRF fixed",-2.03271770144281
2022-10-01,"h = 12","MRF fixed",-2.17053689214911
2022-11-01,"h = 12","MRF fixed",-2.30130018681621
2022-12-01,"h = 12","MRF fixed",-2.30307948245444
2023-01-01,"h = 12","MRF fixed",-2.31600658550321
2023-02-01,"h = 12","MRF fixed",-2.26836952266684
2023-03-01,"h = 12","MRF fixed",-2.26716252965514
2023-04-01,"h = 12","MRF fixed",-2.30154603102584
2023-05-01,"h = 12","MRF fixed",-2.27521212840495
2023-06-01,"h = 12","MRF fixed",-2.41208803181948
2023-07-01,"h = 12","MRF fixed",-2.31313214855048
2023-08-01,"h = 12","MRF fixed",-2.30002491334822
2023-09-01,"h = 12","MRF fixed",-2.25449292563442
2023-10-01,"h = 12","MRF fixed",-2.26169018223245
2023-11-01,"h = 12","MRF fixed",-2.27912705152271
2023-12-01,"h = 12","MRF fixed",-2.27484324426553
2024-01-01,"h = 12","MRF fixed",-2.31597049700814
2024-02-01,"h = 12","MRF fixed",-2.23102416613899
2024-03-01,"h = 12","MRF fixed",-2.27317054861629
2024-04-01,"h = 12","MRF fixed",-2.36183451712168
2024-05-01,"h = 12","MRF fixed",-2.36472780162797
2024-06-01,"h = 12","MRF fixed",-2.32597157702291
2024-07-01,"h = 12","MRF fixed",-2.32317883591624
2024-08-01,"h = 12","MRF fixed",-2.22734459213815
2024-09-01,"h = 12","MRF fixed",-2.22708166950399
2024-10-01,"h = 12","MRF fixed",-2.24022217476087
2024-11-01,"h = 12","MRF fixed",-2.23595990206588
2024-12-01,"h = 12","MRF fixed",-2.23489162424309
2025-01-01,"h = 12","MRF fixed",-2.28589666562408
2025-02-01,"h = 12","MRF fixed",-2.03426950342784
2025-03-01,"h = 12","MRF fixed",-2.03485439786905
2025-04-01,"h = 12","MRF fixed",-2.03370206831731
2025-05-01,"h = 12","MRF fixed",-2.05879004474703
2025-06-01,"h = 12","MRF fixed",-2.0416596890621
2025-07-01,"h = 12","MRF fixed",-2.0264669799192
2025-08-01,"h = 12","MRF fixed",-1.9704706453381
2025-09-01,"h = 12","MRF fixed",-1.9706649688239
2025-10-01,"h = 12","MRF fixed",-2.00240317247181
2025-11-01,"h = 12","MRF fixed",-2.05664491546786
2025-12-01,"h = 12","MRF fixed",-2.08338137236947
2016-12-01,"h = 12","MRF expanding",-0.109039786847871
2017-01-01,"h = 12","MRF expanding",-0.17054935460849
2017-02-01,"h = 12","MRF expanding",-0.0723671749992493
2017-03-01,"h = 12","MRF expanding",-0.113493560912933
2017-04-01,"h = 12","MRF expanding",-0.00280731823516145
2017-05-01,"h = 12","MRF expanding",0.0523156343476541
2017-06-01,"h = 12","MRF expanding",0.273864583304234
2017-07-01,"h = 12","MRF expanding",0.229897917609858
2017-08-01,"h = 12","MRF expanding",0.190294705803611
2017-09-01,"h = 12","MRF expanding",0.216488427786557
2017-10-01,"h = 12","MRF expanding",0.218838756863253
2017-11-01,"h = 12","MRF expanding",0.243991354670778
2017-12-01,"h = 12","MRF expanding",0.244932999628771
2018-01-01,"h = 12","MRF expanding",0.239748690026343
2018-02-01,"h = 12","MRF expanding",0.256699421746776
2018-03-01,"h = 12","MRF expanding",0.329879264483559
2018-04-01,"h = 12","MRF expanding",0.35193312148119
2018-05-01,"h = 12","MRF expanding",0.356733202074113
2018-06-01,"h = 12","MRF expanding",0.000178126344094141
2018-07-01,"h = 12","MRF expanding",0.0140106321217896
2018-08-01,"h = 12","MRF expanding",0.0689440923832019
2018-09-01,"h = 12","MRF expanding",0.0704055574060203
2018-10-01,"h = 12","MRF expanding",0.069935874788683
2018-11-01,"h = 12","MRF expanding",0.110670163973944
2018-12-01,"h = 12","MRF expanding",0.100675482578201
2019-01-01,"h = 12","MRF expanding",0.106751764389103
2019-02-01,"h = 12","MRF expanding",0.107367264486106
2019-03-01,"h = 12","MRF expanding",0.0564469519402864
2019-04-01,"h = 12","MRF expanding",0.0392823386090106
2019-05-01,"h = 12","MRF expanding",0.0289306829124248
2019-06-01,"h = 12","MRF expanding",0.205557688801941
2019-07-01,"h = 12","MRF expanding",0.19184739193648
2019-08-01,"h = 12","MRF expanding",0.282984438690527
2019-09-01,"h = 12","MRF expanding",0.25211562041836
2019-10-01,"h = 12","MRF expanding",0.273320018494122
2019-11-01,"h = 12","MRF expanding",0.274434117689985
2019-12-01,"h = 12","MRF expanding",0.268613059117587
2020-01-01,"h = 12","MRF expanding",0.300291208934772
2020-02-01,"h = 12","MRF expanding",0.311556650388827
2020-03-01,"h = 12","MRF expanding",0.34461339701703
2020-04-01,"h = 12","MRF expanding",0.401535471597892
2020-05-01,"h = 12","MRF expanding",0.520984169759816
2020-06-01,"h = 12","MRF expanding",0.501117432410785
2020-07-01,"h = 12","MRF expanding",0.507990864409595
2020-08-01,"h = 12","MRF expanding",0.537038411894745
2020-09-01,"h = 12","MRF expanding",0.541843778763558
2020-10-01,"h = 12","MRF expanding",0.417461620380373
2020-11-01,"h = 12","MRF expanding",0.398241555304424
2020-12-01,"h = 12","MRF expanding",0.388040862862787
2021-01-01,"h = 12","MRF expanding",0.39988646619729
2021-02-01,"h = 12","MRF expanding",0.412102972377747
2021-03-01,"h = 12","MRF expanding",0.368497737053907
2021-04-01,"h = 12","MRF expanding",0.288382353420551
2021-05-01,"h = 12","MRF expanding",-0.00508366983788614
2021-06-01,"h = 12","MRF expanding",-0.00199334799161299
2021-07-01,"h = 12","MRF expanding",-0.0505180669109565
2021-08-01,"h = 12","MRF expanding",-0.101497781847842
2021-09-01,"h = 12","MRF expanding",-0.176308641870745
2021-10-01,"h = 12","MRF expanding",-0.327474885108934
2021-11-01,"h = 12","MRF expanding",-0.384264154790611
2021-12-01,"h = 12","MRF expanding",-0.379602010724313
2022-01-01,"h = 12","MRF expanding",-0.399745351447969
2022-02-01,"h = 12","MRF expanding",-0.311384806639864
2022-03-01,"h = 12","MRF expanding",-0.536122145871553
2022-04-01,"h = 12","MRF expanding",-0.548542002077523
2022-05-01,"h = 12","MRF expanding",-0.558027686610167
2022-06-01,"h = 12","MRF expanding",-0.579328730074017
2022-07-01,"h = 12","MRF expanding",-0.500115657961738
2022-08-01,"h = 12","MRF expanding",-0.446442800704831
2022-09-01,"h = 12","MRF expanding",-0.612793992607163
2022-10-01,"h = 12","MRF expanding",-0.612816399054394
2022-11-01,"h = 12","MRF expanding",-0.608476807057955
2022-12-01,"h = 12","MRF expanding",-0.602477692643847
2023-01-01,"h = 12","MRF expanding",-0.60724666581514
2023-02-01,"h = 12","MRF expanding",-0.591829621921225
2023-03-01,"h = 12","MRF expanding",-0.593930124586314
2023-04-01,"h = 12","MRF expanding",-0.594285949555425
2023-05-01,"h = 12","MRF expanding",-0.543920277725864
2023-06-01,"h = 12","MRF expanding",-0.51914408164783
2023-07-01,"h = 12","MRF expanding",-0.429591377611508
2023-08-01,"h = 12","MRF expanding",-0.375826501676448
2023-09-01,"h = 12","MRF expanding",-0.416945269323721
2023-10-01,"h = 12","MRF expanding",-0.412413566604823
2023-11-01,"h = 12","MRF expanding",-0.379715807497206
2023-12-01,"h = 12","MRF expanding",-0.374617157443772
2024-01-01,"h = 12","MRF expanding",-0.381582326747938
2024-02-01,"h = 12","MRF expanding",-0.34399494731483
2024-03-01,"h = 12","MRF expanding",-0.238803862152938
2024-04-01,"h = 12","MRF expanding",-0.227034999167869
2024-05-01,"h = 12","MRF expanding",-0.248168214639382
2024-06-01,"h = 12","MRF expanding",-0.220651200493294
2024-07-01,"h = 12","MRF expanding",-0.217498867126241
2024-08-01,"h = 12","MRF expanding",-0.0807018931528076
2024-09-01,"h = 12","MRF expanding",-0.0823009290193228
2024-10-01,"h = 12","MRF expanding",-0.0988910103094414
2024-11-01,"h = 12","MRF expanding",-0.0942860930666418
2024-12-01,"h = 12","MRF expanding",-0.0933757932570466
2025-01-01,"h = 12","MRF expanding",-0.0983450754861602
2025-02-01,"h = 12","MRF expanding",0.0235738173468
2025-03-01,"h = 12","MRF expanding",-0.0222291513595928
2025-04-01,"h = 12","MRF expanding",-0.0208961776815062
2025-05-01,"h = 12","MRF expanding",-0.0113781911795688
2025-06-01,"h = 12","MRF expanding",0.0165450493413584
2025-07-01,"h = 12","MRF expanding",0.0369503348863027
2025-08-01,"h = 12","MRF expanding",0.109940588245594
2025-09-01,"h = 12","MRF expanding",0.10921503239413
2025-10-01,"h = 12","MRF expanding",0.0990785665457991
2025-11-01,"h = 12","MRF expanding",0.0347253530092714
2025-12-01,"h = 12","MRF expanding",0.00975563781031035
